# File Starting Date: 28 01 2020 TIME 10:46:58.2
# Directory: /scratch/ep0/hm1876/CeO2/PH/CeO2-H3O+-8H2O/H3O+-OV-F-O2-/option2
# File: /scratch/ep0/hm1876/CeO2/PH/CeO2-H3O+-8H2O/H3O+-OV-F-O2-/option2/CeO2-12.out
# CYCLE_NUMBER | TOTAL_ENERGY (Ha) | SCF_CYCLES | MAX_GRADIENT(0.000450) | RMS_GRADIENT(0.000300) | MAX_DISPLAC.(0.001800) | RMS_DISPLAC.(0.001200) | TRUST_RADIUS
 	 114 	 -17735.4082482320 	 6	 	 0.001131 NO	 	 0.000163 YES	 	 0.001640 YES	 	 0.000130 YES	           0.002
 	 115 	 -17735.4082513560 	 3	 	 0.001075 NO	 	 0.000158 YES	 	 0.002992 NO	 	 0.000261 YES	           0.004
 	 116 	 -17735.4082571070 	 8	 	 0.001047 NO	 	 0.000148 YES	 	 0.006081 NO	 	 0.000522 YES	           0.008
 	 117 	 -17735.4082671630 	 8	 	 0.000940 NO	 	 0.000134 YES	 	 0.010655 NO	 	 0.001043 YES	           0.017
 	 118 	 -17735.4082820780 	 8	 	 0.000754 NO	 	 0.000112 YES	 	 0.018456 NO	 	 0.002086 NO	           0.034
 	 119 	 -17735.4082996970 	 8	 	 0.000467 NO	 	 0.000080 YES	 	 0.026934 NO	 	 0.003136 NO	           0.067
 	 120 	 -17735.4083084340 	 10	 	 0.000169 YES	 	 0.000053 YES	 	 0.003311 NO	 	 0.000612 YES	           0.067
 	 121 	 -17735.4083088560 	 7	 	 0.000159 YES	 	 0.000049 YES	 	 0.007299 NO	 	 0.001325 NO	           0.135
 	 122 	 -17735.4083096790 	 9	 	 0.000140 YES	 	 0.000033 YES	 	 0.004382 NO	 	 0.000854 YES	           0.135
 	 123 	 -17735.4083096060 	 7	 	 0.000111 YES	 	 0.000033 YES	 	 0.001161 YES	 	 0.000213 YES	           0.003
 	 124 	 -17735.4082014290 	 7	 	 0.000232 YES	 	 0.000048 YES	 	 0.001655 YES	 	 0.000213 YES	           0.000
# Done!
