# Starting Date: Thu Jan  9 12:56:49 AEDT 2020
# Termination Date: Thu Jan  9 12:56:51 AEDT 2020
# Time Used: 00:02
# Directory: /scratch/ep0/hm1876/CeO2/PH/CeO2-H3O+-8H2O/H3O+-OV-UF-O2-/option1
# File: /scratch/ep0/hm1876/CeO2/PH/CeO2-H3O+-8H2O/H3O+-OV-UF-O2-/option1/CeO2-02.out
# CYCLE_NUMBER | TOTAL_ENERGY (Ha) | SCF_CYCLES | MAX_GRADIENT(0.000450) | RMS_GRADIENT(0.000300) | MAX_DISPLAC.(0.001800) | RMS_DISPLAC.(0.001200) | TRUST_RADIUS
 	 1 	 -17733.8325017830 	 129	 	 0.016620 NO	 	 0.003084 NO	 	 0.000000 	 	 0.000000 	           0.000
 	 2 	 -17735.2934386010 	 39	 	 0.014697 NO	 	 0.002803 NO	 	 0.164395 NO	 	 0.030949 NO	           0.500
 	 3 	 -17735.2961708980 	 141	 	 0.017759 NO	 	 0.003066 NO	 	 0.139166 NO	 	 0.030949 NO	           0.500
 	 4 	 -17735.2994257120 	 98	 	 0.022029 NO	 	 0.003555 NO	 	 0.169073 NO	 	 0.030949 NO	           0.500
 	 5 	 -17735.3026965620 	 58	 	 0.021857 NO	 	 0.003253 NO	 	 0.217083 NO	 	 0.030949 NO	           0.500
 	 6 	 -17735.3048107390 	 27	 	 0.023977 NO	 	 0.003576 NO	 	 0.191910 NO	 	 0.030949 NO	           0.500
 	 7 	 -17735.3091221470 	 89	 	 0.011595 NO	 	 0.002651 NO	 	 0.150856 NO	 	 0.030949 NO	           0.500
 	 8 	 -17735.3122867260 	 72	 	 0.014462 NO	 	 0.002865 NO	 	 0.226232 NO	 	 0.030949 NO	           0.500
 	 9 	 -17735.3146911460 	 98	 	 0.027681 NO	 	 0.003676 NO	 	 0.230719 NO	 	 0.030949 NO	           0.500
 	 10 	 -17735.3179525590 	 78	 	 0.020077 NO	 	 0.003150 NO	 	 0.259704 NO	 	 0.030949 NO	           0.500
 	 11 	 -17735.3210976320 	 69	 	 0.020195 NO	 	 0.003144 NO	 	 0.295529 NO	 	 0.030949 NO	           0.000
 	 12 	 -17735.3241187950 	 92	 	 0.013699 NO	 	 0.002754 NO	 	 0.323541 NO	 	 0.030949 NO	           0.500
 	 13 	 -17735.3281087290 	 339	 	 0.013214 NO	 	 0.002601 NO	 	 0.265420 NO	 	 0.030949 NO	           0.500
 	 14 	 -17735.3341051360 	 71	 	 0.022637 NO	 	 0.003626 NO	 	 0.322438 NO	 	 0.030949 NO	           0.500
# Done!
