# Starting Date: Thu Jan 16 00:52:13 AEDT 2020
# Termination Date: Thu Jan 16 00:52:19 AEDT 2020
# Time Used: 00:06
# Directory: /scratch/ep0/hm1876/CeO2/PH/CeO2-H3O+-8H2O/H3O+-OV-UF-O2-/option1
# File: /scratch/ep0/hm1876/CeO2/PH/CeO2-H3O+-8H2O/H3O+-OV-UF-O2-/option1/CeO2-04.out
# CYCLE_NUMBER | TOTAL_ENERGY (Ha) | SCF_CYCLES | MAX_GRADIENT(0.000450) | RMS_GRADIENT(0.000300) | MAX_DISPLAC.(0.001800) | RMS_DISPLAC.(0.001200) | TRUST_RADIUS
 	 1 	 -17733.8970497910 	 394	 	 0.019132 NO	 	 0.002209 NO	 	 0.000000 	 	 0.000000 	           0.000
 	 2 	 -17735.3716619510 	 30	 	 0.018059 NO	 	 0.002235 NO	 	 0.142275 NO	 	 0.030949 NO	           0.500
 	 3 	 -17735.3742939760 	 14	 	 0.013035 NO	 	 0.002317 NO	 	 0.210019 NO	 	 0.030949 NO	           0.500
 	 4 	 -17735.3795352810 	 29	 	 0.009591 NO	 	 0.002102 NO	 	 0.170823 NO	 	 0.030949 NO	           0.500
 	 5 	 -17735.3832679380 	 12	 	 0.010188 NO	 	 0.001923 NO	 	 0.153030 NO	 	 0.030949 NO	           0.500
 	 6 	 -17735.3864178020 	 16	 	 0.011169 NO	 	 0.001899 NO	 	 0.189756 NO	 	 0.030949 NO	           0.500
 	 7 	 -17735.3882245750 	 14	 	 0.012803 NO	 	 0.002226 NO	 	 0.163585 NO	 	 0.030949 NO	           0.500
 	 8 	 -17735.3903203850 	 21	 	 0.009485 NO	 	 0.001810 NO	 	 0.187313 NO	 	 0.030949 NO	           0.500
 	 9 	 -17735.3924371170 	 17	 	 0.010025 NO	 	 0.001926 NO	 	 0.186907 NO	 	 0.030949 NO	           0.500
 	 10 	 -17735.3951162690 	 16	 	 0.008570 NO	 	 0.001861 NO	 	 0.270150 NO	 	 0.030949 NO	           0.500
 	 11 	 -17735.3973637510 	 23	 	 0.008521 NO	 	 0.002112 NO	 	 0.195955 NO	 	 0.030949 NO	           0.000
 	 12 	 -17735.4003022590 	 44	 	 0.014679 NO	 	 0.002738 NO	 	 0.245155 NO	 	 0.030949 NO	           0.500
# Done!
