# File Starting Date: 21 05 2020 TIME 08:33:23.7
# Directory: /scratch/ep0/hm1876/CeO2/PH/CeO2-H3O+-8H2O/H3O+-OV-UF-H2O2/option3
# File: /scratch/ep0/hm1876/CeO2/PH/CeO2-H3O+-8H2O/H3O+-OV-UF-H2O2/option3/CeO2-18.out
# TOLDEE: 7
# MAXCYCLE: 1024
# FMIXING: 90
# CYCLE_NUMBER | TOTAL_ENERGY (Ha) | SCF_CYCLES | MAX_G.(0.00045) | RMS_G.(0.00030) | MAX_D.(0.00180) | RMS_D.(0.00120) | TRUST_R.(4.00000)
 	 115 	 -17736.7567236510 	 6	 0.000364 YES	 0.000069 YES	 0.007051 NO	 0.001068 YES	           0.018
 	 116 	 -17736.7567846540 	 7	 0.000294 YES	 0.000049 YES	 0.006707 NO	 0.000883 YES	           0.000
 	 117 	 -17736.7567857920 	 3	 0.000430 YES	 0.000053 YES	 0.014624 NO	 0.002136 NO	           0.035
 	 118 	 -17736.7567880600 	 8	 0.000344 YES	 0.000042 YES	 0.011457 NO	 0.001383 NO	           0.070
 	 119 	 -17736.7567896720 	 6	 0.000263 YES	 0.000037 YES	 0.023105 NO	 0.003294 NO	           0.140
 	 120 	 -17736.7567906850 	 6	 0.000202 YES	 0.000033 YES	 0.006923 NO	 0.001164 YES	           0.279
 	 121 	 -17736.7567911270 	 5	 0.000232 YES	 0.000037 YES	 0.009413 NO	 0.001384 NO	           0.279
 	 122 	 -17736.7567916460 	 4	 0.000111 YES	 0.000028 YES	 0.003178 NO	 0.000508 YES	           0.558
 	 123 	 -17736.7567923050 	 6	 0.000180 YES	 0.000023 YES	 0.005605 NO	 0.000636 YES	           1.120
 	 124 	 -17736.7567925690 	 3	 0.000146 YES	 0.000024 YES	 0.003720 NO	 0.000432 YES	           2.230
 	 125 	 -17736.7567928810 	 7	 0.000092 YES	 0.000016 YES	 0.009731 NO	 0.001179 YES	           4.000
 	 126 	 -17736.7567929340 	 3	 0.000047 YES	 0.000012 YES	 0.000800 YES	 0.000187 YES	           4.000
 	 127 	 -17736.7566481760 	 5	 0.000317 YES	 0.000042 YES	 0.006049 NO	 0.001016 YES	           0.000
 	 128 	 -17736.7566484270 	 4	 0.000184 YES	 0.000026 YES	 0.002920 NO	 0.000540 YES	           4.000
 	 129 	 -17736.7566487560 	 4	 0.000075 YES	 0.000017 YES	 0.004342 NO	 0.000674 YES	           4.000
# Done!
