# File Starting Date: 04 02 2020 TIME 13:39:43.0
# Directory: /scratch/ep0/hm1876/CeO2/PH/CeO2-OH--8H2O/OH--OV-UF-O2-/option1
# File: /scratch/ep0/hm1876/CeO2/PH/CeO2-OH--8H2O/OH--OV-UF-O2-/option1/CeO2-12.out
# CYCLE_NUMBER | TOTAL_ENERGY (Ha) | SCF_CYCLES | MAX_GRADIENT(0.000450) | RMS_GRADIENT(0.000300) | MAX_DISPLAC.(0.001800) | RMS_DISPLAC.(0.001200) | TRUST_RADIUS
 	 34 	 -17734.8368357130 	 9	 	 0.002786 NO	 	 0.000465 NO	 	 0.016790 NO	 	 0.003914 NO	           0.062
 	 35 	 -17734.8369179980 	 12	 	 0.001976 NO	 	 0.000340 NO	 	 0.048139 NO	 	 0.007828 NO	           0.125
 	 36 	 -17734.8370207800 	 15	 	 0.002131 NO	 	 0.000334 NO	 	 0.096008 NO	 	 0.015656 NO	           0.250
 	 37 	 -17734.8371607010 	 17	 	 0.003506 NO	 	 0.000502 NO	 	 0.187644 NO	 	 0.031311 NO	           0.500
 	 38 	 -17734.8374789300 	 17	 	 0.004542 NO	 	 0.000682 NO	 	 0.391722 NO	 	 0.062622 NO	           1.000
 	 39 	 -17734.8379911250 	 25	 	 0.008929 NO	 	 0.001455 NO	 	 0.392210 NO	 	 0.068064 NO	           2.000
xxx 	 40 	 -17734.8368219460 	 17	 	 0.008929 NO	 	 0.001455 NO	 	 0.098961 NO	 	 0.017016 NO	           0.272
 	 41 	 -17734.8381925720 	 16	 	 0.004734 NO	 	 0.001107 NO	 	 0.086025 NO	 	 0.017016 NO	           0.272
 	 42 	 -17734.8387544650 	 12	 	 0.003558 NO	 	 0.000680 NO	 	 0.255324 NO	 	 0.034032 NO	           0.543
 	 43 	 -17734.8394927450 	 17	 	 0.006892 NO	 	 0.001006 NO	 	 0.452215 NO	 	 0.068064 NO	           1.090
 	 44 	 -17734.8398637830 	 30	 	 0.012121 NO	 	 0.001700 NO	 	 0.469151 NO	 	 0.068064 NO	           0.000
xxx 	 45 	 -17734.8384542950 	 18	 	 0.012121 NO	 	 0.001700 NO	 	 0.113370 NO	 	 0.017016 NO	           0.272
 	 46 	 -17734.8402212720 	 27	 	 0.010908 NO	 	 0.001537 NO	 	 0.074936 NO	 	 0.017016 NO	           0.272
 	 47 	 -17734.8408011450 	 31	 	 0.005354 NO	 	 0.000866 NO	 	 0.277760 NO	 	 0.034032 NO	           0.543
 	 48 	 -17734.8415203950 	 18	 	 0.006944 NO	 	 0.001058 NO	 	 0.311208 NO	 	 0.053863 NO	           1.090
 	 49 	 -17734.8417979100 	 34	 	 0.012674 NO	 	 0.001709 NO	 	 0.318164 NO	 	 0.068064 NO	           1.090
xxx 	 50 	 -17734.8408141170 	 26	 	 0.012674 NO	 	 0.001709 NO	 	 0.083741 NO	 	 0.017016 NO	           0.272
 	 51 	 -17734.8422470480 	 31	 	 0.005776 NO	 	 0.001101 NO	 	 0.070865 NO	 	 0.017016 NO	           0.272
 	 52 	 -17734.8425980420 	 14	 	 0.005568 NO	 	 0.000860 NO	 	 0.096651 NO	 	 0.017016 NO	           0.272
 	 53 	 -17734.8430014920 	 16	 	 0.003403 NO	 	 0.000676 NO	 	 0.145863 NO	 	 0.031569 NO	           0.543
 	 54 	 -17734.8433053640 	 15	 	 0.009130 NO	 	 0.001252 NO	 	 0.073078 NO	 	 0.017472 NO	           0.543
 	 55 	 -17734.8435348200 	 13	 	 0.004225 NO	 	 0.000780 NO	 	 0.056294 NO	 	 0.015188 NO	           1.090
 	 56 	 -17734.8435767240 	 13	 	 0.007339 NO	 	 0.000937 NO	 	 0.024823 NO	 	 0.003797 NO	           0.061
 	 57 	 -17734.8436943430 	 13	 	 0.005171 NO	 	 0.000714 NO	 	 0.046602 NO	 	 0.007594 NO	           0.121
 	 58 	 -17734.8438466430 	 13	 	 0.002094 NO	 	 0.000383 NO	 	 0.075896 NO	 	 0.012420 NO	           0.243
 	 59 	 -17734.8439729540 	 18	 	 0.001491 NO	 	 0.000348 NO	 	 0.121798 NO	 	 0.022713 NO	           0.485
xxx 	 60 	 -17734.8439692550 	 13	 	 0.001491 NO	 	 0.000348 NO	 	 0.030652 NO	 	 0.005678 NO	           0.091
 	 61 	 -17734.8440277290 	 14	 	 0.002655 NO	 	 0.000416 NO	 	 0.047426 NO	 	 0.009272 NO	           0.181
 	 62 	 -17734.8441109810 	 16	 	 0.002140 NO	 	 0.000367 NO	 	 0.100944 NO	 	 0.017382 NO	           0.363
 	 63 	 -17734.8441680930 	 17	 	 0.002396 NO	 	 0.000417 NO	 	 0.045145 NO	 	 0.008446 NO	           0.725
 	 64 	 -17734.8442128520 	 13	 	 0.002054 NO	 	 0.000305 NO	 	 0.049448 NO	 	 0.011361 NO	           1.450
# Done!
