# Starting Date: Sat Jul 27 09:50:02 AEST 2019
# Termination Date: Sat Jul 27 09:50:03 AEST 2019
# Time Used: 00:01
# Directory: /short/ep0/hm1876/CeO2/PH/CeO2-9H2O/H2O-H2O2-OV
# File: CeO2-20.out
# CYCLE NUMBER | TOTAL ENERGY (Ha) | SCF_CYCLES | MAX_GRADIENT(0.000450) | RMS_GRADIENT(0.000300) | MAX_DISPLAC.(0.001800) | RMS_DISPLAC.(0.001200)
 	 1 	 -17658.1152872010 	 9	 	 0.028810 NO	 	 0.002156 NO	 	 0.000000 	 	 0.000000 
 	 2 	 -17659.5535076920 	 10	 	 0.021378 NO	 	 0.001716 NO	 	 0.509601 NO	 	 0.062994 NO
 	 3 	 -17659.5563854820 	 16	 	 0.013256 NO	 	 0.002392 NO	 	 0.135367 NO	 	 0.015749 NO
 	 4 	 -17659.5597377410 	 11	 	 0.008416 NO	 	 0.001401 NO	 	 0.301269 NO	 	 0.031497 NO
 	 5 	 -17659.5629334540 	 10	 	 0.008818 NO	 	 0.001458 NO	 	 0.287456 NO	 	 0.031497 NO
 	 6 	 -17659.5646943960 	 10	 	 0.004204 NO	 	 0.000948 NO	 	 0.201564 NO	 	 0.031497 NO
xxx 	 7 	 -17659.5645104770 	 6	 	 0.004204 NO	 	 0.000948 NO	 	 0.039763 NO	 	 0.007874 NO
 	 8 	 -17659.5651100710 	 6	 	 0.003220 NO	 	 0.000860 NO	 	 0.103494 NO	 	 0.015749 NO
 	 9 	 -17659.5653765280 	 6	 	 0.003160 NO	 	 0.000795 NO	 	 0.087771 NO	 	 0.015749 NO
 	 10 	 -17659.5657264350 	 6	 	 0.002549 NO	 	 0.000627 NO	 	 0.094643 NO	 	 0.015749 NO
 	 11 	 -17659.5659767800 	 6	 	 0.001979 NO	 	 0.000541 NO	 	 0.103672 NO	 	 0.015749 NO
xxx 	 12 	 -17659.5659661140 	 6	 	 0.001979 NO	 	 0.000541 NO	 	 0.020227 NO	 	 0.003937 NO
 	 13 	 -17659.5660825570 	 6	 	 0.002332 NO	 	 0.000606 NO	 	 0.045391 NO	 	 0.007874 NO
 	 14 	 -17659.5662322730 	 6	 	 0.002602 NO	 	 0.000595 NO	 	 0.039584 NO	 	 0.007874 NO
 	 15 	 -17659.5663814280 	 10	 	 0.002562 NO	 	 0.000602 NO	 	 0.041108 NO	 	 0.007874 NO
 	 16 	 -17659.5665455380 	 6	 	 0.002753 NO	 	 0.000495 NO	 	 0.053806 NO	 	 0.007874 NO
 	 17 	 -17659.5666569350 	 5	 	 0.001781 NO	 	 0.000433 NO	 	 0.038646 NO	 	 0.007874 NO
 	 18 	 -17659.5667347750 	 5	 	 0.001467 NO	 	 0.000399 NO	 	 0.055712 NO	 	 0.007874 NO
 	 19 	 -17659.5668468150 	 5	 	 0.001192 NO	 	 0.000313 NO	 	 0.051502 NO	 	 0.007874 NO
 	 20 	 -17659.5669068270 	 6	 	 0.001138 NO	 	 0.000331 NO	 	 0.035706 NO	 	 0.007874 NO
 	 21 	 -17659.5669803440 	 5	 	 0.001535 NO	 	 0.000346 NO	 	 0.033802 NO	 	 0.007874 NO
 	 22 	 -17659.5670456600 	 5	 	 0.001272 NO	 	 0.000253 YES	 	 0.056009 NO	 	 0.007874 NO
 	 23 	 -17659.5670527880 	 5	 	 0.001748 NO	 	 0.000291 YES	 	 0.012414 NO	 	 0.001969 NO
 	 24 	 -17659.5670798790 	 3	 	 0.001651 NO	 	 0.000278 YES	 	 0.029517 NO	 	 0.003937 NO
 	 25 	 -17659.5671198770 	 4	 	 0.000721 NO	 	 0.000193 YES	 	 0.016831 NO	 	 0.003937 NO
 	 26 	 -17659.5671531610 	 5	 	 0.000464 NO	 	 0.000147 YES	 	 0.019777 NO	 	 0.003937 NO
 	 27 	 -17659.5671788270 	 4	 	 0.000471 NO	 	 0.000129 YES	 	 0.042603 NO	 	 0.007874 NO
 	 28 	 -17659.5671818740 	 3	 	 0.000790 NO	 	 0.000153 YES	 	 0.010731 NO	 	 0.001969 NO
 	 29 	 -17659.5672033830 	 5	 	 0.000529 NO	 	 0.000144 YES	 	 0.022807 NO	 	 0.003937 NO
 	 30 	 -17659.5672331280 	 4	 	 0.000427 YES	 	 0.000105 YES	 	 0.063435 NO	 	 0.007874 NO
xxx 	 31 	 -17659.5671993420 	 5	 	 0.000427 YES	 	 0.000105 YES	 	 0.014262 NO	 	 0.001969 NO
 	 32 	 -17659.5672482820 	 3	 	 0.000346 YES	 	 0.000097 YES	 	 0.020748 NO	 	 0.003937 NO
 	 33 	 -17659.5672517590 	 5	 	 0.000490 NO	 	 0.000124 YES	 	 0.019828 NO	 	 0.003937 NO
 	 34 	 -17659.5672703970 	 4	 	 0.000506 NO	 	 0.000103 YES	 	 0.024624 NO	 	 0.004446 NO
# Done!
