# Starting Date: Sun Aug  4 14:30:52 AEST 2019
# Termination Date: Sun Aug  4 14:30:54 AEST 2019
# Time Used: 00:02
# Directory: /short/ep0/hm1876/CeO2/PH/CeO2-9H2O/H2O-H2O2-OV
# File: CeO2-21.out
# CYCLE NUMBER | TOTAL ENERGY (Ha) | SCF_CYCLES | MAX_GRADIENT(0.000450) | RMS_GRADIENT(0.000300) | MAX_DISPLAC.(0.001800) | RMS_DISPLAC.(0.001200)
 	 34 	 -17659.5632538250 	 12	 	 0.001161 NO	 	 0.000192 YES	 	 0.004406 NO	 	 0.000984 YES
 	 35 	 -17659.5632729030 	 5	 	 0.001094 NO	 	 0.000178 YES	 	 0.007222 NO	 	 0.000984 YES
 	 36 	 -17659.5632872920 	 5	 	 0.001014 NO	 	 0.000167 YES	 	 0.008463 NO	 	 0.001969 NO
 	 37 	 -17659.5633088320 	 5	 	 0.000832 NO	 	 0.000143 YES	 	 0.028720 NO	 	 0.003937 NO
 	 38 	 -17659.5633325670 	 6	 	 0.000476 NO	 	 0.000110 YES	 	 0.099034 NO	 	 0.007874 NO
 	 39 	 -17659.5633440560 	 9	 	 0.001642 NO	 	 0.000223 YES	 	 0.068648 NO	 	 0.006427 NO
 	 40 	 -17659.5633625120 	 8	 	 0.000697 NO	 	 0.000127 YES	 	 0.058448 NO	 	 0.007874 NO
 	 41 	 -17659.5633720940 	 7	 	 0.001179 NO	 	 0.000167 YES	 	 0.049148 NO	 	 0.005350 NO
 	 42 	 -17659.5634007080 	 9	 	 0.000264 YES	 	 0.000072 YES	 	 0.020924 NO	 	 0.003231 NO
 	 43 	 -17659.5634152500 	 5	 	 0.000326 YES	 	 0.000083 YES	 	 0.025363 NO	 	 0.002916 NO
 	 44 	 -17659.5634279490 	 5	 	 0.000373 YES	 	 0.000075 YES	 	 0.016561 NO	 	 0.003445 NO
 	 45 	 -17659.5634396470 	 5	 	 0.000395 YES	 	 0.000078 YES	 	 0.010752 NO	 	 0.002286 NO
 	 46 	 -17659.5634569790 	 5	 	 0.000235 YES	 	 0.000046 YES	 	 0.012117 NO	 	 0.002012 NO
 	 47 	 -17659.5634735720 	 5	 	 0.000274 YES	 	 0.000056 YES	 	 0.020508 NO	 	 0.002439 NO
 	 48 	 -17659.5634910440 	 5	 	 0.000292 YES	 	 0.000061 YES	 	 0.026319 NO	 	 0.003338 NO
 	 49 	 -17659.5635090810 	 5	 	 0.000235 YES	 	 0.000061 YES	 	 0.015255 NO	 	 0.001813 NO
 	 50 	 -17659.5635251080 	 5	 	 0.000199 YES	 	 0.000051 YES	 	 0.029516 NO	 	 0.003761 NO
 	 51 	 -17659.5635426110 	 5	 	 0.000193 YES	 	 0.000054 YES	 	 0.002890 NO	 	 0.000789 YES
 	 52 	 -17659.5635563930 	 5	 	 0.000157 YES	 	 0.000042 YES	 	 0.013643 NO	 	 0.001960 NO
 	 53 	 -17659.5635708170 	 5	 	 0.000129 YES	 	 0.000042 YES	 	 0.002846 NO	 	 0.000648 YES
 	 54 	 -17659.5635842840 	 5	 	 0.000093 YES	 	 0.000031 YES	 	 0.011490 NO	 	 0.001793 NO
 	 55 	 -17659.5635987700 	 5	 	 0.000192 YES	 	 0.000033 YES	 	 0.001976 NO	 	 0.000491 YES
 	 56 	 -17659.5636117190 	 5	 	 0.000092 YES	 	 0.000022 YES	 	 0.004736 NO	 	 0.000809 YES
 	 57 	 -17659.5636252560 	 5	 	 0.000088 YES	 	 0.000018 YES	 	 0.003271 NO	 	 0.000661 YES
 	 58 	 -17659.5636390120 	 5	 	 0.000064 YES	 	 0.000017 YES	 	 0.006367 NO	 	 0.001072 YES
 	 59 	 -17659.5636524730 	 5	 	 0.000056 YES	 	 0.000015 YES	 	 0.002690 NO	 	 0.000420 YES
 	 60 	 -17659.5636660650 	 5	 	 0.000066 YES	 	 0.000015 YES	 	 0.001514 YES	 	 0.000333 YES
 	 61 	 -17659.5636025620 	 5	 	 0.000202 YES	 	 0.000029 YES	 	 0.001719 YES	 	 0.000316 YES
# Done!
